anon_polygon_id,date,s2_ndvi,s2_evi,s2_ndwi
ROS1-18-0007,2024-04-01,0.4376912497260667,0.29023894284372165,-0.43330634080908315
ROS1-01-0003,2024-04-02,0.42153630458675573,0.29793977381067743,-0.412235013949147
ROS1-07-0011,2024-04-02,0.2905311949266903,0.15876957620572277,-0.33627785427419815
ROS1-07-0011,2024-04-02,0.337115465950328,0.1579497347936396,-0.42493145007096944
ROS1-07-0011,2024-04-02,0.29601858822512994,0.1594071020193588,-0.3447565168703825
ROS1-07-0012,2024-04-02,0.44469093999908677,0.2773016568956872,-0.47239796213266394
ROS1-07-0011,2024-04-02,0.30589459846374767,0.15916683788211852,-0.36336259337099824
ROS1-01-0003,2024-04-04,0.5104512064847847,0.28568883799939904,-0.4824665865256523
ROS1-07-0011,2024-04-04,0.31304427061969003,0.12815958935082702,-0.37598048125696587
ROS1-01-0007,2024-04-04,0.4628060561144422,0.22645507005762047,-0.4668939843517913
ROS1-07-0011,2024-04-04,0.314416500818522,0.12799896865508084,-0.37903409520628273
ROS1-01-0005,2024-04-04,0.6751705962637513,0.42124055449406417,-0.619014466880478
ROS1-01-0004,2024-04-04,0.1586724049701421,0.06029421922480751,-0.26284008446491425
ROS1-07-0011,2024-04-04,0.3103484183184081,0.12847019080908526,-0.3692664646044901
ROS1-13-0005,2024-04-04,0.23648334841413707,0.06259553655435594,-0.3619218274884367
ROS1-07-0012,2024-04-04,0.5108385251971781,0.30791077406788836,-0.5218694662651565
ROS1-07-0011,2024-04-04,0.3118131909497731,0.12878928326865233,-0.37174162056820664
ROS1-07-0018,2024-04-04,0.17426347482616092,0.04996877845800164,-0.2903016494340557
ROS1-13-0013,2024-04-04,0.29562871301955856,0.12430743205651189,-0.40103464191746657
ROS1-07-0002,2024-04-04,0.7710809644592774,0.4751088905440604,-0.710053314036083
ROS1-18-0007,2024-04-04,0.608411887078396,0.2768062450979424,-0.5767610542486713
ROS1-18-0009,2024-04-04,0.4646193151456399,0.18673958331428694,-0.46947136264746764
ROS1-18-0014,2024-04-04,0.1862057130026656,0.04884747900265095,-0.2660715551590461
ROS1-19-0018,2024-04-04,0.597486450096611,0.28000915190636827,-0.5680804181718931
ROS1-19-0022,2024-04-04,0.18263955677542743,0.057759489566560775,-0.29772288090503585
ROS1-15-0016,2024-04-04,0.1624250749607317,0.08184781016237656,-0.30576155646636194
ROS1-16-0006,2024-04-04,0.18042536003078746,0.05532661999837271,-0.3303028948382006
ROS1-15-0004,2024-04-04,0.1671199930314499,0.06670470150342679,-0.31132442704281277
ROS1-16-0004,2024-04-04,0.19885728206920525,0.04620291986552575,-0.33235535167267216
ROS1-16-0006,2024-04-04,0.1708236267708563,0.05481508787561407,-0.3020038623649499
ROS1-18-0007,2024-04-06,0.5753300026382924,0.3375015876259079,-0.5538325469304388
ROS1-18-0009,2024-04-06,0.40840543312920696,0.21981527249476543,-0.4246511982239703
ROS1-18-0014,2024-04-06,0.18346896036483037,0.06937622781976213,-0.24282150414355483
ROS1-19-0018,2024-04-06,0.6026230020381657,0.33914755020753845,-0.5513786354126348
ROS1-19-0022,2024-04-06,0.16849105323765187,0.07810247314603887,-0.2817403657254703
ROS1-01-0003,2024-04-07,0.5119574370022727,0.27489089776165515,-0.4827393977448933
ROS1-07-0011,2024-04-07,0.3233823456745302,0.12857671983354774,-0.3779859797821775
ROS1-01-0007,2024-04-07,0.46416150352610064,0.22217820292456966,-0.4621458065970243
ROS1-07-0011,2024-04-07,0.3263575778441775,0.1286221846420902,-0.3842884400253679
ROS1-01-0005,2024-04-07,0.7018369408164601,0.42067655532556686,-0.6372448194620083
ROS1-01-0004,2024-04-07,0.15236492374420205,0.056951474280477955,-0.2518924124858839
ROS1-07-0011,2024-04-07,0.3217208635554579,0.1288582761515643,-0.3735222200392774
ROS1-07-0012,2024-04-07,0.5490564792657733,0.3218224361276975,-0.5407439836708288
ROS1-07-0011,2024-04-07,0.32288270611102343,0.1288640531233197,-0.375514041830347
