cell_id,date,era5_temp_c,era5_precip_mm
38.3_47.2,2016-04-01,9.250714238484704,8.523463748133508E-4
38.3_47.3,2016-04-01,9.359926478068076,8.523463748133508E-4
38.4_47.5,2016-04-01,9.62026176452639,8.523463748133508E-4
38.5_47.3,2016-04-01,9.457745488484704,8.523463748133508E-4
38.6_47.2,2016-04-01,9.480206425984704,8.523463748133508E-4
38.7_46.8,2016-04-01,10.741925175984704,8.523463748133508E-4
38.7_47.2,2016-04-01,9.589174524943076,8.523463748133508E-4
38.9_47.3,2016-04-01,9.692608769734704,8.523463748133508E-4
38.9_47.5,2016-04-01,9.760479863484704,0.00460743899566296
39.0_46.8,2016-04-01,11.141339238484704,8.523463748133508E-4
39.1_46.9,2016-04-01,10.883526738484704,8.523463748133508E-4
39.1_47.3,2016-04-01,9.729555384318076,8.523463748133508E-4
39.1_47.7,2016-04-01,9.717755254109704,0.24698972697478894
39.2_46.7,2016-04-01,11.37367973327639,8.523463748133508E-4
39.2_46.8,2016-04-01,11.270733769734704,8.523463748133508E-4
39.2_46.9,2016-04-01,10.985170618693076,8.523463748133508E-4
39.3_47.8,2016-04-01,9.547670618693076,0.5856931209109462
39.4_47.3,2016-04-01,10.28237113952639,8.523463748133508E-4
39.5_47.0,2016-04-01,11.028057988484704,8.523463748133508E-4
39.6_47.1,2016-04-01,10.977602259318076,8.523463748133508E-4
39.6_47.7,2016-04-01,9.813214238484704,0.18318295474273327
39.7_47.0,2016-04-01,11.165102259318076,8.523463748133508E-4
39.7_47.4,2016-04-01,10.40785942077639,0.0015079974673426477
39.9_48.0,2016-04-01,9.643862024943076,0.5462050437472499
39.9_48.9,2016-04-01,10.70473442077639,4.8706412314913905
40.0_48.7,2016-04-01,10.787091191609704,2.9184997081301844
40.1_48.6,2016-04-01,10.74770317077639,2.184349298431698
40.2_46.7,2016-04-01,11.344545618693076,8.523463748133508E-4
40.2_47.0,2016-04-01,11.31801567077639,8.523463748133508E-4
40.2_48.0,2016-04-01,9.999493535359704,1.2760341166995204
40.2_49.6,2016-04-01,8.72182426452639,11.136132478668515
40.3_46.7,2016-04-01,11.31044731140139,8.523463748133508E-4
40.3_47.6,2016-04-01,10.68788871765139,0.00836253161651257
40.3_48.5,2016-04-01,10.727113978068076,1.5823721885226405
40.3_48.7,2016-04-01,10.638165410359704,2.5458216666720546
40.3_48.9,2016-04-01,10.312237675984704,5.333948135330502
40.4_47.0,2016-04-01,11.385805384318076,8.523463748133508E-4
40.4_48.7,2016-04-01,10.61293754577639,2.489733695938412
40.4_49.2,2016-04-01,9.58412895202639,10.689395666076962
40.5_49.3,2016-04-01,9.422345097859704,11.965888738586727
40.5_49.4,2016-04-01,9.167218144734704,11.332976818039242
40.6_47.4,2016-04-01,11.482973353068076,0.002789497330013546
40.6_47.8,2016-04-01,10.563539759318076,0.7385492324374354
40.6_48.3,2016-04-01,10.692446009318076,1.9542455672763026
40.6_48.5,2016-04-01,10.679913457234704,1.4839351176760829
40.6_48.6,2016-04-01,10.613832728068076,2.0916938781283534
40.6_49.4,2016-04-01,9.134503300984704,11.072087287857357
40.6_49.6,2016-04-01,8.957257207234704,9.165513515426937
40.7_47.2,2016-04-01,11.650860722859704,8.523463748133508E-4
40.7_47.8,2016-04-01,10.667787806193076,0.7003724574587977
40.7_47.9,2016-04-01,10.502667363484704,1.114982366516415
40.7_48.0,2016-04-01,10.524477259318076,1.3217210769198573
40.7_48.4,2016-04-01,10.67885551452639,1.355397701217953
40.8_46.7,2016-04-01,11.325177129109704,8.523463748133508E-4
40.8_47.0,2016-04-01,11.48500785827639,8.523463748133508E-4
40.8_47.4,2016-04-01,11.603497441609704,0.0042498111270106165
40.8_48.4,2016-04-01,10.673565800984704,1.165258884384457
40.8_48.9,2016-04-01,10.255190149943076,4.989939928009335
40.8_49.0,2016-04-01,9.97597465515139,6.029951572372738
40.8_49.7,2016-04-01,9.02260551452639,8.61423015589935
40.9_46.3,2016-04-01,11.27236137390139,8.523463748133508E-4
40.9_46.4,2016-04-01,11.336244837443076,8.523463748133508E-4
40.9_46.5,2016-04-01,11.214174524943076,8.523463748133508E-4
40.9_46.7,2016-04-01,11.33534965515139,8.523463748133508E-4
40.9_49.5,2016-04-01,9.164125696818076,10.245281457855526
41.0_46.6,2016-04-01,11.29921684265139,8.523463748133508E-4
41.0_46.8,2016-04-01,11.393536504109704,8.523463748133508E-4
41.0_47.3,2016-04-01,11.628969446818076,8.523463748133508E-4
41.0_48.2,2016-04-01,10.758363978068076,1.017349958374325
41.1_47.0,2016-04-01,11.631817754109704,8.523463748133508E-4
41.1_47.7,2016-04-01,11.09535942077639,0.32140612597686413
41.1_47.9,2016-04-01,10.724184290568076,0.9891569613955653
41.1_48.4,2016-04-01,10.776674524943076,1.0507881640933192
41.1_48.8,2016-04-01,10.262188847859704,3.692644834472958
41.2_46.3,2016-04-01,11.215883509318076,8.523463748133508E-4
41.2_47.1,2016-04-01,11.700909550984704,8.523463748133508E-4
41.2_48.4,2016-04-01,10.78920707702639,1.0661363601229823
41.2_48.6,2016-04-01,10.567364629109704,2.0550966262362635
