anon_polygon_id,date,landsat_ndvi,landsat_evi,landsat_ndwi
ROS1-49-0013,2024-04-08,0.197843613395319,0.118844589883145,-0.3303590048366417
ROS1-49-0013,2024-05-10,0.18619850134962382,0.1032431132417275,-0.3401410121622924
ROS1-49-0013,2024-05-26,0.2344045826782928,0.13317395660355247,-0.3349404123238488
ROS1-49-0013,2024-07-13,0.1646697003485726,0.09776942326067535,-0.323321811639519
ROS1-49-0013,2024-07-29,0.16910912484937476,0.10597117677092648,-0.324350256001544
ROS1-49-0013,2024-08-14,0.15698158961724906,0.1206276162410972,-0.29952584436878904
ROS1-49-0013,2024-08-30,0.16606743627026438,0.09601794476024386,-0.31207731763296925
ROS1-49-0013,2024-09-15,0.17347782930992248,0.10195397820026594,-0.32067812496134057
ROS1-49-0013,2024-10-01,0.16342974238691546,0.08889545595213252,-0.3068702207312656
ROS1-42-0015,2024-04-08,0.2140754494525637,0.11348799810780509,-0.3396659767149938
ROS1-49-0013,2024-04-08,0.1968729325375753,0.11828320105269852,-0.327974352316381
ROS1-49-0013,2024-05-10,0.18597372288301184,0.1035162668529595,-0.33980453397350713
ROS1-49-0013,2024-05-26,0.23600631245504805,0.1384240072744643,-0.3378885196311922
ROS1-42-0015,2024-07-13,0.18013724778620216,0.10366527688507907,-0.3339704105082321
ROS1-49-0013,2024-07-13,0.16472836131226412,0.09810894211340306,-0.3227965851925739
ROS1-42-0015,2024-07-29,0.17284068295710692,0.09650401489829089,-0.32148349538038967
ROS1-49-0013,2024-07-29,0.16957402479155353,0.10659997505150924,-0.32397313742435474
ROS1-49-0013,2024-08-14,0.16175537412160595,0.12022604529889544,-0.3112328654988507
ROS1-42-0015,2024-08-30,0.15282644653313246,0.08313784443229122,-0.2750238054771315
ROS1-49-0013,2024-08-30,0.166348695046368,0.09608909918638645,-0.31252444728432094
ROS1-42-0015,2024-09-15,0.17536698347462426,0.09631371290932902,-0.3194311905602393
ROS1-49-0013,2024-09-15,0.17404765977899533,0.1022489812681461,-0.32104613153384215
ROS1-42-0015,2024-10-01,0.1737540448463867,0.09237088891985143,-0.3130991560934686
ROS1-49-0013,2024-10-01,0.1641368630077568,0.0892940901824288,-0.30753964782876725
ROS1-43-0027,2024-05-01,0.26009649108713945,0.09994877514224615,-0.38487293786311444
ROS1-49-0013,2024-05-17,0.1959338638432226,0.10894810814642063,-0.3500456699532776
ROS1-43-0027,2024-06-02,0.21578956027119622,0.12316512338787668,-0.3530092627188645
ROS1-49-0013,2024-06-02,0.19161783801793741,0.08715737096122742,-0.32558879851073114
ROS1-43-0027,2024-06-18,0.24080710986573103,0.13099898369956395,-0.374859087318036
ROS1-49-0013,2024-06-18,0.1897181906084335,0.10330983223239909,-0.34430323609872154
ROS1-43-0027,2024-07-20,0.1724801444283571,0.09412213493610075,-0.31051803682634865
ROS1-49-0013,2024-07-20,0.16859068587849713,0.09730569557967818,-0.3183778727985994
ROS1-43-0027,2024-08-05,0.18749993910436494,0.10510786467907629,-0.32927129822456574
