scenario,n,RMSE,MAE,R2,bias,within_0.05
new_polygon_fold2,1976,0.08703318417840707,0.046440511665040804,0.8505738286373938,-0.00016231063087259316,67.20647773279353
new_polygon_fold3,1447,0.08185409062960781,0.04483353597703448,0.8683095446783748,0.0006146236962293575,72.01105736005529
new_polygon_fold1,1885,0.06601135945276745,0.04195503931702539,0.9126345939081119,-0.002298633877356701,72.89124668435014
new_polygon_fold0,1914,0.06147359688768645,0.039901921012605215,0.9148808728146773,0.0022927069031523583,74.71264367816092
