gap_bucket,n,RMSE,MAE,R2,bias,within_0.05
>31д,721,0.07654992025509477,0.05255869174004897,0.8811540233917964,-0.0058345288447663275,61.30374479889043
8-16д,3158,0.0762227594405525,0.039979369255651445,0.8808236662502964,0.0014121161940213616,74.88917036098796
17-31д,1855,0.06858023619720448,0.045144133314266754,0.9083122291209055,-0.0005371250338093851,69.75741239892184
1-3д,111,0.04279200466540581,0.030707813735899047,0.9548726613336581,-0.002102328646908359,81.98198198198197
4-7д,752,0.042635475116558644,0.03107136069150949,0.9556513685400965,-0.0018748096932266812,80.0531914893617
